project_id,overall_risk_score,risk_level,investigation_priority,primary_typology,fraud_probability,synthesized_reasons,primary_reason,secondary_reason,tertiary_reason,financial_anomaly_score,geospatial_anomaly_score,procurement_anomaly_score,contractor_anomaly_score,payment_anomaly_score,progress_anomaly_score,graph_anomaly_score,feature_importance_contributions,scored_at
MPLADS-000044,11.9,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings),[Contractor Capacity] Vendor registration profile and governance structure compliant,13.99,5.15,37.28,48.27,11.18,20.82,50.05,"{""procurement_anomaly_percentile"": 0.1279, ""project__planned_duration_days"": 0.0533, ""geospatial_anomaly_score"": 0.0261}",2026-09-06T09:49:30.346459+00:00
MPLADS-000045,80.9,CRITICAL,IMMEDIATE,ABANDONED_WORK,1.0,"[""[Financial Execution] Abrupt contract value contraction (-55.0% reduction from original work order)"", ""[Financial Execution] Normal peer disbursement pattern"", ""[Financial Execution] Standard schedule compliance"", ""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP""]",[Financial Execution] Abrupt contract value contraction (-55.0% reduction from original work order),[Financial Execution] Normal peer disbursement pattern,[Financial Execution] Standard schedule compliance,76.39,18.2,20.74,47.05,74.04,65.78,46.66,"{""progress_anomaly_score"": 5.3283, ""progress_anomaly_percentile"": 0.8856, ""financial_anomaly_score"": 0.1667}",2026-09-06T09:49:30.346459+00:00
MPLADS-000046,80.0,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Financial Execution] Atypical cost per unit (+357.5% vs peer median rate)"", ""[Financial Execution] Contract escalation (37.9% value change with 0 amendments)"", ""[Financial Execution] Standard schedule compliance"", ""[Tender & Procurement] High bid price similarity across competing tenders (95.9% quotation clustering)""]",[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY,[Financial Execution] Atypical cost per unit (+357.5% vs peer median rate),[Financial Execution] Contract escalation (37.9% value change with 0 amendments),62.67,6.53,61.31,16.78,65.09,61.16,3.86,"{""progress_anomaly_score"": 4.4323, ""progress_anomaly_percentile"": 0.7398, ""procurement_anomaly_score"": 0.2568}",2026-09-06T09:49:30.348090+00:00
MPLADS-000047,10.6,LOW,ROUTINE,NORMAL,0.0412,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,21.78,23.1,5.48,17.7,31.31,27.21,12.35,"{""geo__population_density"": 0.1444, ""graph_anomaly_score"": 0.0624, ""procurement_anomaly_percentile"": 0.0609}",2026-09-06T09:49:30.348090+00:00
MPLADS-000048,6.0,LOW,ROUTINE,NORMAL,0.0262,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,8.61,14.89,2.89,2.91,17.59,18.02,12.32,"{""geo__population_density"": 0.1749, ""procurement_anomaly_percentile"": 0.0496, ""project__planned_duration_days"": 0.0478}",2026-09-06T09:49:30.348090+00:00
MPLADS-000049,6.5,LOW,ROUTINE,NORMAL,0.011,"[""[Geospatial Clustering] Elevated spatial unit cost (+771.7% vs cluster median for work type)"", ""[Geospatial Clustering] High geographic clustering (18 active works within 25 km radius)"", ""[Geospatial Clustering] Disproportionate project density relative to local population density (ratio 2.76)""]",[Geospatial Clustering] Elevated spatial unit cost (+771.7% vs cluster median for work type),[Geospatial Clustering] High geographic clustering (18 active works within 25 km radius),[Geospatial Clustering] Disproportionate project density relative to local population density (ratio 2.76),15.2,46.1,12.83,11.01,2.5,7.22,23.72,"{""project__planned_duration_days"": 0.0599, ""mean_anomaly_score"": 0.0385, ""geo__population_density"": 0.0305}",2026-09-06T09:49:30.348090+00:00
MPLADS-000050,7.7,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.46,7.3,28.49,27.85,17.68,10.79,9.93,"{""geo__infrastructure_gap_index"": 0.1556, ""project__planned_duration_days"": 0.056, ""geospatial_anomaly_score"": 0.0393}",2026-09-06T09:49:30.349631+00:00
MPLADS-000051,8.7,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,24.34,3.31,18.51,14.85,18.11,15.85,35.28,"{""project__planned_duration_days"": 0.0611, ""geo__infrastructure_gap_index"": 0.0554, ""financial__sanctioned_amount"": 0.0382}",2026-09-06T09:49:30.349631+00:00
MPLADS-000052,80.0,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,46.81,19.54,26.74,47.09,26.33,79.32,50.59,"{""progress_anomaly_score"": 5.0659, ""progress_anomaly_percentile"": 0.8486, ""financial_anomaly_score"": 0.184}",2026-09-06T09:49:30.349631+00:00
MPLADS-000053,12.0,LOW,ROUTINE,NORMAL,0.0345,"[""[Tender & Procurement] Substantial post-award contract amendment (+\u20b90.28 Lakhs added post-tender)"", ""[Tender & Procurement] Compressed tender submission window (14 days vs statutory guidelines)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Substantial post-award contract amendment (+₹0.28 Lakhs added post-tender),[Tender & Procurement] Compressed tender submission window (14 days vs statutory guidelines),[Tender & Procurement] Contract award amount aligned with initial technical estimates,23.41,18.39,44.63,10.17,38.65,21.45,10.65,"{""financial__sanctioned_amount"": 0.2557, ""geo__population_density"": 0.1786, ""geo__infrastructure_gap_index"": 0.1573}",2026-09-06T09:49:30.349631+00:00
MPLADS-000054,23.2,LOW,ROUTINE,NORMAL,0.0412,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE"", ""[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE,39.98,33.94,50.46,54.8,84.2,34.12,71.62,"{""procurement_anomaly_score"": 0.557, ""procurement_anomaly_percentile"": 0.3278, ""payment_anomaly_score"": 0.2058}",2026-09-06T09:49:30.349631+00:00
MPLADS-000055,18.1,LOW,ROUTINE,NORMAL,0.0182,"[""[Financial Execution] Elevated peer-adjusted cost (+395.0% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (4.6x peer median disbursement speed)"", ""[Financial Execution] Atypical cost per unit (+130.8% vs peer median rate)"", ""[Geospatial Clustering] High sanctioned funding allocation (+371.1% above regional cluster median)"", ""[Geospatial Clustering] High geographic clustering (16 active works within 25 km radius)""]",[Financial Execution] Elevated peer-adjusted cost (+395.0% vs peer median for work type),[Financial Execution] Accelerated disbursement velocity (4.6x peer median disbursement speed),[Financial Execution] Atypical cost per unit (+130.8% vs peer median rate),97.27,85.81,17.45,32.4,48.2,17.14,11.0,"{""geo__population_density"": 0.1242, ""project__planned_duration_days"": 0.0628, ""max_anomaly_score"": 0.0485}",2026-09-06T09:49:30.349631+00:00
MPLADS-000056,11.5,LOW,ROUTINE,NORMAL,0.0265,"[""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,,,5.68,24.66,23.59,18.88,43.43,28.92,27.15,"{""financial_anomaly_score"": 0.2757, ""geo__population_density"": 0.1243, ""financial__sanctioned_amount"": 0.0606}",2026-09-06T09:49:30.349631+00:00
MPLADS-000057,12.9,LOW,ROUTINE,NORMAL,0.0442,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,,,25.25,16.13,6.94,18.27,35.82,43.02,23.69,"{""financial__sanctioned_amount"": 0.3455, ""procurement_anomaly_percentile"": 0.2341, ""geo__infrastructure_gap_index"": 0.1149}",2026-09-06T09:49:30.349631+00:00
MPLADS-000058,6.0,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,11.75,12.18,20.68,13.85,18.82,0.97,10.29,"{""geospatial_anomaly_score"": 0.2386, ""project__planned_duration_days"": 0.0549, ""mean_anomaly_score"": 0.0505}",2026-09-06T09:49:30.349631+00:00
MPLADS-000059,17.1,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)"", ""[Contractor Capacity] High constituency allocation concentration (84.8% of works in single constituency)"", ""[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings)"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address),[Contractor Capacity] High constituency allocation concentration (84.8% of works in single constituency),28.75,16.25,22.57,55.15,42.98,41.27,70.85,"{""financial__sanctioned_amount"": 0.2536, ""financial_anomaly_percentile"": 0.111, ""geo__infrastructure_gap_index"": 0.1005}",2026-09-06T09:49:30.349631+00:00
MPLADS-000060,5.7,LOW,ROUTINE,NORMAL,0.011,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,12.49,8.46,7.07,21.18,16.62,13.47,4.88,"{""mean_anomaly_score"": 0.0677, ""project__planned_duration_days"": 0.0544, ""contractor_anomaly_score"": 0.0033}",2026-09-06T09:49:30.351284+00:00
MPLADS-000061,15.9,LOW,ROUTINE,NORMAL,0.0046,"[""[Financial Execution] Elevated peer-adjusted cost (+415.3% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (5.1x peer median disbursement speed)"", ""[Financial Execution] Atypical cost per unit (+813.6% vs peer median rate)"", ""[Geospatial Clustering] High sanctioned funding allocation (+454.2% above regional cluster median)"", ""[Geospatial Clustering] Elevated spatial unit cost (+484.3% vs cluster median for work type)""]",[Financial Execution] Elevated peer-adjusted cost (+415.3% vs peer median for work type),[Financial Execution] Accelerated disbursement velocity (5.1x peer median disbursement speed),[Financial Execution] Atypical cost per unit (+813.6% vs peer median rate),80.68,72.36,14.38,37.24,55.07,13.13,10.82,"{""financial_anomaly_score"": 0.0329, ""payment_anomaly_percentile"": 0.0304, ""financial_anomaly_percentile"": 0.0216}",2026-09-06T09:49:30.351284+00:00
MPLADS-000062,12.3,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE"", ""[Entity Graph Relationship] HUB_CENTRALITY_SPIKE"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)"", ""[Contractor Capacity] Elevated agency concentration (85.5% of vendor work tied to single implementing agency)""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE,[Entity Graph Relationship] HUB_CENTRALITY_SPIKE,15.23,6.11,16.82,52.93,29.43,14.84,65.75,"{""geo__infrastructure_gap_index"": 0.0824, ""financial__sanctioned_amount"": 0.0148, ""contractor_anomaly_percentile"": 0.0018}",2026-09-06T09:49:30.351284+00:00
MPLADS-000063,80.0,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Financial Execution] Contract escalation (54.4% value change with 0 amendments)"", ""[Financial Execution] Normal peer disbursement pattern"", ""[Financial Execution] Standard schedule compliance"", ""[Tender & Procurement] Substantial post-award contract amendment (+\u20b913.79 Lakhs added post-tender)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant""]",[Financial Execution] Contract escalation (54.4% value change with 0 amendments),[Financial Execution] Normal peer disbursement pattern,[Financial Execution] Standard schedule compliance,66.95,9.39,55.64,37.38,52.84,52.3,38.55,"{""progress_anomaly_score"": 2.5387, ""procurement_anomaly_score"": 0.4738, ""financial_anomaly_score"": 0.3634}",2026-09-06T09:49:30.351284+00:00
MPLADS-000064,81.5,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Financial Execution] Contract escalation (-5.7% value change with 4 amendments)"", ""[Financial Execution] Normal peer disbursement pattern"", ""[Financial Execution] Standard schedule compliance""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,[Financial Execution] Contract escalation (-5.7% value change with 4 amendments),78.24,17.74,52.01,32.19,61.7,85.78,12.22,"{""progress_anomaly_score"": 4.5548, ""progress_anomaly_percentile"": 0.9096, ""procurement_anomaly_score"": 0.2691}",2026-09-06T09:49:30.351284+00:00
MPLADS-000065,84.0,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Financial Execution] Atypical cost per unit (+147.0% vs peer median rate)"", ""[Financial Execution] Contract escalation (48.7% value change with 0 amendments)"", ""[Financial Execution] Standard schedule compliance"", ""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP""]",[Financial Execution] Atypical cost per unit (+147.0% vs peer median rate),[Financial Execution] Contract escalation (48.7% value change with 0 amendments),[Financial Execution] Standard schedule compliance,92.52,27.89,63.04,44.9,66.49,64.86,42.3,"{""progress_anomaly_score"": 4.801, ""progress_anomaly_percentile"": 0.9428, ""procurement_anomaly_score"": 0.2524}",2026-09-06T09:49:30.351284+00:00
MPLADS-000066,65.0,HIGH,PRIORITY,PROCUREMENT_SINGLE_BID,0.6205,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.59)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.59),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,27.44,0.58,96.51,39.34,33.18,18.17,41.06,"{""procurement_anomaly_score"": 1.5357, ""procurement_anomaly_percentile"": 0.6919, ""max_anomaly_score"": 0.1951}",2026-09-06T09:49:30.352295+00:00
MPLADS-000067,80.0,CRITICAL,IMMEDIATE,ABANDONED_WORK,1.0,"[""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION"", ""[Financial Execution] Atypical cost per unit (+617.6% vs peer median rate)"", ""[Financial Execution] Abrupt contract value contraction (-41.0% reduction from original work order)"", ""[Financial Execution] Standard schedule compliance""]",[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION,[Financial Execution] Atypical cost per unit (+617.6% vs peer median rate),65.98,33.94,30.03,2.75,55.18,70.01,4.3,"{""progress_anomaly_score"": 5.2882, ""progress_anomaly_percentile"": 0.9284, ""financial_anomaly_score"": 0.1283}",2026-09-06T09:49:30.352295+00:00
