project_id,contractor_anomaly_score,contractor_anomaly_percentile,contractor_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,contractor_project_count,capacity_strain_index,corporate_collusion_index,agency_capture_score,model_version,mode,scored_at
MPLADS-000109,37.24,62.94,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000110,26.04,45.9,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000111,72.75,94.72,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,1,0.0,0.5,0.5,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000112,68.0,92.36,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.96),Heavy agency monopolization (71.3% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,13,0.961,0.0,0.478,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000113,62.34,89.14,False,Contractor identified with corporate collusion risk indicators (shared address),Recent corporate board/director replacement registered for contractor,Elevated agency concentration (71.9% of vendor work tied to single implementing agency),35,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000114,4.01,4.64,False,Elevated agency concentration (70.6% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000115,20.54,35.06,False,High constituency allocation concentration (78.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,33,0.0,0.0,0.438,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000116,10.64,15.12,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000117,16.9,27.94,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,2,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000118,19.07,32.02,False,Elevated agency concentration (85.5% of vendor work tied to single implementing agency),High constituency allocation concentration (72.3% of works in single constituency),Allocation distribution across implementing agencies well balanced,39,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000119,71.87,94.3,False,High constituency allocation concentration (83.6% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,18,0.0,0.0,0.433,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000120,29.44,51.52,False,High constituency allocation concentration (63.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,39,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000121,0.0,0.51,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,29,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000122,30.95,54.02,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000123,56.67,85.4,False,High constituency allocation concentration (64.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,14,0.0,0.0,0.997,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000124,47.97,77.24,False,Elevated agency concentration (76.8% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000125,26.55,46.72,False,High constituency allocation concentration (65.8% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000126,22.33,38.68,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000127,87.25,97.8,True,Contractor identified with corporate collusion risk indicators (shared address),Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.81),Recent corporate board/director replacement registered for contractor,7,1.81,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000128,41.48,68.98,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.0,0.0,0.599,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000129,92.54,98.3,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Recent corporate board/director replacement registered for contractor,Elevated agency concentration (75.0% of vendor work tied to single implementing agency),5,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000130,64.16,90.14,False,Heavy agency monopolization (81.8% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,33,0.0,0.0,0.654,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000131,29.33,51.28,False,High constituency allocation concentration (71.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,2,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000132,34.47,59.06,False,Heavy agency monopolization (86.5% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,1.24,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000133,49.24,78.6,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (66.2% of works in single constituency),Allocation distribution across implementing agencies well balanced,9,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000134,43.37,71.48,False,High constituency allocation concentration (84.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.272,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000135,18.98,31.92,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000136,4.71,5.54,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,29,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000137,70.14,93.4,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,35,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000138,16.77,27.66,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000139,18.84,31.66,False,High constituency allocation concentration (60.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000140,50.14,79.4,False,High constituency allocation concentration (69.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,1.157,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000141,4.16,4.76,False,Elevated agency concentration (76.8% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-000142,16.83,27.84,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
