project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-000112,58.42,92.36,False,High bid price similarity across competing tenders (95.0% quotation clustering),Substantial post-award contract amendment (+₹2.64 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,7,0,1.0,0.95,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000113,30.66,75.02,False,High bid price similarity across competing tenders (96.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.966,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000114,18.89,46.52,False,High bid price similarity across competing tenders (94.3% quotation clustering),Substantial post-award contract amendment (+₹0.22 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,5,0,0.833,0.943,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000115,12.33,25.48,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.888,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000116,8.26,13.82,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.933,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000117,18.91,46.7,False,Elevated bidder disqualification rate during technical evaluation (23.0%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.875,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000118,24.34,62.26,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.88,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000119,66.75,93.9,False,Substantial post-award contract amendment (+₹11.99 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.852,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000120,17.79,43.22,False,Substantial post-award contract amendment (+₹1.30 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.921,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000121,11.06,21.76,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.855,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000122,48.86,89.68,False,Substantial post-award contract amendment (+₹0.71 Lakhs added post-tender),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,5,0,0.833,0.865,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000123,93.73,97.36,True,Substantial post-award contract amendment (+₹0.46 Lakhs added post-tender),Single-bid procurement recorded in remote area (infrastructure gap 0.68),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000124,0.0,0.51,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.859,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000125,66.11,93.78,False,Substantial post-award contract amendment (+₹14.79 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.859,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000126,8.6,14.76,False,Elevated bidder disqualification rate during technical evaluation (22.0%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.979,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000127,29.44,72.94,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.949,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000128,17.75,43.0,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.927,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000129,33.18,78.42,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.911,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000130,92.4,97.02,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.30),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000131,60.38,92.68,False,Substantial post-award contract amendment (+₹8.82 Lakhs added post-tender),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,7,0,1.0,0.878,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000132,13.16,28.42,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.969,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000133,98.07,98.54,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.28),Substantial post-award contract amendment (+₹0.42 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000134,24.67,62.96,False,High bid price similarity across competing tenders (98.7% quotation clustering),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,3,0,0.5,0.987,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000135,85.22,95.0,True,Single-bid procurement recorded in remote area (infrastructure gap 0.58),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000136,26.46,67.2,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.917,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000137,20.18,50.72,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.895,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000138,11.09,21.88,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.874,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000139,43.64,87.38,False,Substantial post-award contract amendment (+₹7.45 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.927,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000140,16.01,37.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.934,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000141,91.27,96.52,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.49),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000142,4.38,6.04,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.922,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000143,9.85,17.98,False,High bid price similarity across competing tenders (95.2% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.952,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000144,7.69,12.54,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.87,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000145,6.18,8.92,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.973,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000146,15.63,36.06,False,Elevated bidder disqualification rate during technical evaluation (20.4%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.927,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000147,14.72,33.02,False,Compressed tender submission window (14 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (23.5%),Contract award amount aligned with initial technical estimates,4,0,0.667,0.892,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000148,29.38,72.78,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.871,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000149,14.84,33.52,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.971,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000150,21.55,54.94,False,Elevated bidder disqualification rate during technical evaluation (21.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.926,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-000151,13.17,28.48,False,Elevated bidder disqualification rate during technical evaluation (20.2%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.983,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
